rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag,HZ_bin,Temp_habitable_bin,H_index
6504,7970194,K05453.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,190.65896,0.01953,-0.01953,164.9278,0.0915,-0.0915,0.9508,0.0019,-0.6678,35.472,0.894,-0.894,552.8,33.6,-33.6,2.54,1.02,-0.2,281.0,,,1.46,1.78,-0.34,18.3,1.0,q1_q16_tce,5508.0,167.0,-141.0,4.549,0.032,-0.266,0.835,0.335,-0.066,295.27673,43.706509,15.043,1,1,1.0
6514,9659022,K05702.01,,CANDIDATE,CANDIDATE,,0,0,0,0,511.882,0.01507,-0.01507,533.7435,0.0204,-0.0204,0.5102,0.081,-0.4133,4.822,0.842,-0.842,610.0,145.0,-145.0,2.56,1.14,-0.25,241.0,,,0.79,1.05,-0.23,6.5,1.0,q1_q16_tce,6141.0,163.0,-212.0,4.454,0.051,-0.303,1.007,0.449,-0.098,295.69479,46.319328,15.462,1,1,1.0
6518,9715631,K05706.01,Kepler-1636 b,CONFIRMED,CANDIDATE,0.904,0,0,0,0,425.483539,0.008623,-0.008623,149.0438,0.0186,-0.0186,0.03,0.436,-0.029,17.856,0.623,-0.623,996.6,60.3,-60.3,3.2,0.92,-0.3,248.0,,,0.89,0.79,-0.26,19.6,1.0,q1_q17_dr25_tce,5977.0,190.0,-211.0,4.473,0.048,-0.204,1.022,0.292,-0.097,294.05762,46.441029,15.807,1,1,1.0
6528,7979297,K05455.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,292.09809,0.02104,-0.02104,324.4378,0.0358,-0.0358,0.5155,0.0827,-0.402,14.43,1.4,-1.4,528.8,57.3,-57.3,2.09,0.74,-0.17,267.0,,,1.2,1.26,-0.3,11.4,1.0,q1_q16_tce,5955.0,158.0,-174.0,4.534,0.032,-0.264,0.883,0.315,-0.072,297.75494,43.789261,15.003,1,1,1.0
6540,8949512,K05589.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,376.554588,0.007955,-0.007955,247.6177,0.0147,-0.0147,0.0963,0.3832,-0.0963,3.182,0.577,-0.577,481.0,85.9,-85.9,2.0,0.7,-0.17,247.0,,,0.88,0.9,-0.23,5.4,1.0,q1_q16_tce,5926.0,152.0,-176.0,4.519,0.035,-0.264,0.913,0.321,-0.078,290.58508,45.22105,14.694,1,1,1.0
6547,9832379,K05715.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,189.961729,0.008865,-0.008865,288.3907,0.0196,-0.0196,0.1845,0.288,-0.1845,12.46,1.2,-1.2,699.9,83.6,-83.6,1.93,0.46,-0.13,260.0,,,1.08,0.79,-0.24,11.9,1.0,q1_q16_tce,5335.0,169.0,-143.0,4.613,0.027,-0.145,0.742,0.174,-0.053,292.38818,46.615101,15.713,1,1,1.0
6592,8108437,K05478.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,351.2878737,0.0001035,-0.0001035,207.294303,0.000207,-0.000207,0.712,0.011,-0.01,11.2066,0.0169,-0.0169,134630.0,222.0,-222.0,38.47,10.65,-3.54,252.0,,,0.96,0.77,-0.27,1002.8,1.0,q1_q17_dr25_tce,5911.0,158.0,-193.0,4.519,0.046,-0.184,0.914,0.253,-0.084,295.4931,43.99353,15.703,1,1,1.0
6593,9012244,K05598.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,376.934014,0.006116,-0.006116,267.4192,0.0168,-0.0168,0.6546,0.2914,-0.4192,4.28,0.871,-0.871,382.4,58.4,-58.4,2.13,0.73,-0.31,274.0,,,1.33,1.3,-0.48,6.1,1.0,q1_q16_tce,6074.0,154.0,-175.0,4.369,0.121,-0.242,1.034,0.351,-0.154,287.99823,45.396439,13.797,1,1,1.0
6597,9026007,K05602.01,,FALSE POSITIVE,FALSE POSITIVE,0.313,1,0,0,0,403.163148,0.009469,-0.009469,434.7531,0.0124,-0.0124,0.02,0.428,-0.02,5.735,0.381,-0.381,681.1,65.5,-65.5,2.49,0.43,-0.11,240.0,,,0.79,0.35,-0.11,12.1,1.0,q1_q17_dr25_tce,5812.0,70.0,-87.0,4.504,0.016,-0.136,0.963,0.169,-0.04,293.29337,45.342541,14.624,1,1,1.0
6602,9875101,K05726.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,212.771978,0.003436,-0.003436,328.1461,0.0116,-0.0116,0.2065,0.2605,-0.2062,2.115,0.387,-0.387,1239.0,236.0,-236.0,2.84,0.73,-0.26,255.0,,,1.0,0.81,-0.26,6.9,1.0,q1_q16_tce,5122.0,180.0,-137.0,4.505,0.068,-0.226,0.824,0.21,-0.077,283.49139,46.757889,15.788,1,1,1.0
6614,7123614,K05357.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,520.58269,0.008785,-0.008785,221.425,0.0112,-0.0112,0.045,0.4472,-0.0449,2.264,0.487,-0.487,348.0,70.4,-70.4,1.94,0.96,-0.17,244.0,,,0.83,1.25,-0.22,6.0,1.0,q1_q16_tce,6210.0,165.0,-190.0,4.45,0.043,-0.317,1.033,0.517,-0.089,293.55038,42.67226,14.027,1,1,1.0
6626,9079671,K05609.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,535.1515,0.007956,-0.007956,477.1303,0.0145,-0.0145,0.3162,0.1655,-0.3161,2.826,0.57,-0.57,362.3,59.9,-59.9,2.7,1.5,-0.92,258.0,,,1.04,1.81,-0.63,8.6,1.0,q1_q16_tce,5468.0,166.0,-130.0,4.085,0.354,-0.295,1.423,0.79,-0.483,287.76385,45.482159,12.706,1,1,1.0
6627,9079767,K05610.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,495.40462,0.007023,-0.007023,241.0,0.0133,-0.0133,2.3238,1.302,-1.473,0.63,1.6,-1.6,904.0,247.0,-247.0,152.21,61.56,-12.85,248.0,,,0.9,1.05,-0.24,5.5,1.0,q1_q16_tce,6225.0,156.0,-189.0,4.45,0.042,-0.268,1.031,0.417,-0.087,287.81815,45.404732,13.825,1,1,1.0
6630,9097470,K05613.01,,CANDIDATE,CANDIDATE,,0,0,0,0,346.4174,0.02027,-0.02027,460.5646,0.0427,-0.0427,0.1572,0.3143,-0.1572,9.23,1.3,-1.3,662.0,106.0,-106.0,2.41,1.01,-0.21,251.0,,,0.94,1.16,-0.26,7.9,1.0,q1_q16_tce,5754.0,166.0,-181.0,4.49,0.046,-0.292,0.946,0.394,-0.084,294.82776,45.469952,15.612,1,1,1.0
6635,9941136,K05737.01,,CANDIDATE,CANDIDATE,,0,0,0,0,376.24253,0.01399,-0.01399,392.8316,0.0286,-0.0286,0.328,0.1504,-0.3279,4.064,0.949,-0.949,185.7,36.2,-36.2,1.32,0.51,-0.14,254.0,,,0.99,1.12,-0.28,6.3,1.0,q1_q16_tce,5916.0,153.0,-167.0,4.463,0.06,-0.275,0.96,0.374,-0.099,286.63068,46.843369,13.772,1,1,1.0
6681,8294683,K05499.01,,CANDIDATE,CANDIDATE,,0,0,0,0,122.58481,0.01187,-0.01187,178.4735,0.0775,-0.0775,0.3468,0.1077,-0.3467,22.37,2.4,-2.4,318.9,45.8,-45.8,1.19,0.15,-0.11,279.0,,,1.43,0.68,-0.4,7.6,1.0,q1_q16_tce,5003.0,187.0,-166.0,4.602,0.058,-0.057,0.669,0.087,-0.061,290.01547,44.205582,15.443,1,1,1.0
6685,9142225,K05623.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,0,0,583.73632,0.0504,-0.0504,174.6085,0.037,-0.037,0.126,0.329,-0.126,15.75,1.9,-1.9,338.6,33.5,-33.5,2.65,0.46,-0.51,266.0,,,1.19,0.54,-0.46,11.4,1.0,q1_q17_dr25_tce,6003.0,80.0,-80.0,4.176,0.162,-0.108,1.442,0.253,-0.278,285.80096,45.571739,14.495,1,1,1.0
6703,7289139,K05380.01,,CANDIDATE,CANDIDATE,,0,0,0,0,369.93355,0.02925,-0.02925,175.282,0.0606,-0.0606,0.149,0.3159,-0.149,7.6,4.8,-4.8,995.0,206.0,-206.0,3.24,1.56,-0.31,270.0,,,1.25,1.82,-0.37,15.8,1.0,q1_q16_tce,6158.0,171.0,-237.0,4.453,0.049,-0.317,1.024,0.493,-0.098,293.96146,42.806419,15.524,1,1,1.0
6733,7416646,K05389.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,365.739893,0.006529,-0.006529,278.581,0.0132,-0.0132,0.6206,0.2197,-0.3689,1.218,0.47,-0.47,300.7,70.6,-70.6,1.73,0.91,-0.25,241.0,,,0.8,1.28,-0.28,4.7,1.0,q1_q16_tce,5420.0,160.0,-139.0,4.396,0.135,-0.334,0.953,0.501,-0.139,280.72287,43.065472,12.962,1,1,1.0
6760,7516073,K05395.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,0,0,601.13797,0.04055,-0.04055,226.686,0.0515,-0.0515,0.057,0.413,-0.056,15.26,1.6,-1.6,172.8,19.4,-19.4,1.81,0.46,-0.56,254.0,,,0.99,0.76,-0.58,9.9,1.0,q1_q17_dr25_tce,5786.0,173.0,-190.0,4.155,0.293,-0.158,1.388,0.353,-0.431,287.96262,43.132195,13.17,1,1,1.0
6767,8482513,K05522.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,356.99135,0.01524,-0.01524,235.7367,0.0283,-0.0283,0.2437,0.2189,-0.2435,17.03,1.2,-1.2,747.8,78.8,-78.8,2.47,0.97,-0.25,240.0,,,0.78,0.93,-0.22,13.8,1.0,q1_q16_tce,5539.0,177.0,-152.0,4.467,0.072,-0.258,0.913,0.356,-0.094,286.11569,44.592941,15.684,1,1,1.0
6775,11465658,K05903.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,253.790434,0.006637,-0.006637,267.5242,0.0214,-0.0214,0.1412,0.3404,-0.1411,3.702,0.962,-0.962,604.0,143.0,-143.0,2.06,0.75,-0.17,253.0,,,0.97,1.09,-0.23,6.4,1.0,q1_q16_tce,5426.0,172.0,-144.0,4.535,0.036,-0.245,0.85,0.311,-0.067,296.63181,49.363312,15.327,1,1,1.0
6786,11599800,K05914.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,0,422.255426,0.007589,-0.007589,160.6562,0.0169,-0.0169,0.3769,0.0697,-0.3769,4.974,0.39,-0.39,1935.0,192.0,-192.0,5.09,2.74,-0.61,277.0,,,1.39,2.29,-0.47,17.4,1.0,q1_q16_tce,6273.0,180.0,-238.0,4.364,0.084,-0.305,1.139,0.611,-0.138,285.36389,49.629608,15.17,1,1,1.0
6792,11603298,K05920.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,0,0,471.39698,0.02199,-0.02199,247.0802,0.0242,-0.0242,0.3379,0.1274,-0.3379,10.714,0.773,-0.773,329.9,33.4,-33.4,1.87,0.65,-0.17,265.0,,,1.16,1.16,-0.31,13.1,1.0,q1_q16_tce,6587.0,156.0,-197.0,4.463,0.045,-0.256,1.008,0.353,-0.088,287.65161,49.686501,13.731,1,1,1.0
6798,11654039,K05927.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,0,0,436.42852,0.02402,-0.02402,452.2705,0.0411,-0.0411,0.3772,0.0804,-0.3772,13.8,1.9,-1.9,163.9,22.1,-22.1,1.26,0.5,-0.13,245.0,,,0.86,1.0,-0.24,9.2,1.0,q1_q16_tce,5997.0,148.0,-170.0,4.466,0.054,-0.285,0.971,0.39,-0.096,287.29846,49.703049,13.298,1,1,1.0
6808,11860294,K05938.01,,CANDIDATE,CANDIDATE,,0,0,0,0,545.205601,0.007326,-0.007326,237.24091,0.00857,-0.00857,0.3515,0.0941,-0.3514,3.296,0.329,-0.329,199.7,27.6,-27.6,1.66,1.0,-0.22,257.0,,,1.03,1.92,-0.36,7.1,1.0,q1_q16_tce,6273.0,168.0,-229.0,4.345,0.094,-0.334,1.155,0.7,-0.149,289.65347,50.12801,12.812,1,1,1.0
6819,12009917,K05949.01,,CANDIDATE,CANDIDATE,,0,0,0,0,559.785594,0.008732,-0.008732,433.1966,0.0146,-0.0146,0.411,0.0489,-0.4108,3.496,0.504,-0.504,274.8,43.5,-43.5,1.88,0.89,-0.24,249.0,,,0.92,1.28,-0.3,7.3,1.0,q1_q16_tce,6201.0,154.0,-188.0,4.352,0.101,-0.29,1.111,0.528,-0.142,289.68549,50.409229,13.295,1,1,1.0
6828,12165063,K05958.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,226.499243,0.002938,-0.002938,131.6622,0.0113,-0.0113,0.266,0.3645,-0.23,1.328,0.443,-0.443,127.4,30.0,-30.0,0.89,0.2,-0.08,245.0,,,0.86,0.64,-0.24,4.7,1.0,q1_q16_tce,5093.0,210.0,-155.0,4.525,0.059,-0.18,0.798,0.177,-0.075,294.52161,50.795456,12.059,1,1,1.0
6844,12405436,K05969.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,1,0,163.820347,0.002296,-0.002296,232.6163,0.0108,-0.0108,0.2012,0.3268,-0.2011,1.331,0.845,-0.845,1196.0,249.0,-249.0,2.59,0.26,-0.13,251.0,,,0.93,0.38,-0.19,7.0,1.0,q1_q16_tce,4822.0,185.0,-146.0,4.594,0.016,-0.075,0.771,0.077,-0.04,290.1449,51.25771,15.001,1,1,1.0
6849,10991431,K05851.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,322.221973,0.008706,-0.008706,217.0496,0.0206,-0.0206,0.2141,0.2287,-0.2138,7.531,0.747,-0.747,465.6,64.2,-64.2,2.18,0.88,-0.24,277.0,,,1.4,1.68,-0.43,8.9,1.0,q1_q16_tce,6026.0,164.0,-200.0,4.437,0.064,-0.282,1.006,0.408,-0.109,298.30725,48.48246,14.718,1,1,1.0
6866,11073238,K05861.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,452.40428,0.04807,-0.04807,189.0844,0.04,-0.04,0.6038,0.3739,-0.3855,17.2,1.8,-1.8,216.7,32.2,-32.2,1.58,0.74,-0.15,256.0,,,1.01,1.39,-0.28,8.2,1.0,q1_q16_tce,6195.0,151.0,-188.0,4.437,0.053,-0.306,1.029,0.482,-0.098,285.72473,48.607632,13.752,1,1,1.0
6872,11100170,K05869.01,,CANDIDATE,CANDIDATE,,0,0,0,0,114.406187,0.0015,-0.0015,225.7127,0.00905,-0.00905,0.2729,0.2012,-0.2728,4.92,0.294,-0.294,1306.0,143.0,-143.0,2.42,0.23,-0.23,267.0,,,1.21,0.47,-0.35,11.4,1.0,q1_q16_tce,4641.0,177.0,-160.0,4.589,0.051,-0.037,0.691,0.065,-0.067,298.57523,48.668362,15.746,1,1,1.0
6876,11152511,K05874.01,,CANDIDATE,CANDIDATE,0.534,0,0,0,0,287.33114,0.01133,-0.01133,360.8412,0.0306,-0.0306,0.529,0.412,-0.314,12.722,0.567,-0.567,406.7,24.4,-24.4,2.07,0.26,-0.25,266.0,,,1.18,0.39,-0.33,19.7,1.0,q1_q17_dr25_tce,5426.0,76.0,-76.0,4.378,0.126,-0.084,1.007,0.124,-0.124,298.06229,48.724918,13.618,1,1,1.0
6880,11191364,K05878.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,211.54114,0.01594,-0.01594,236.2702,0.0472,-0.0472,0.1723,0.3262,-0.172,5.4,1.6,-1.6,751.0,174.0,-174.0,1.88,0.43,-0.13,251.0,,,0.94,0.71,-0.23,5.3,1.0,q1_q16_tce,5433.0,222.0,-184.0,4.629,0.034,-0.126,0.689,0.155,-0.049,292.33502,48.87252,15.784,1,1,1.0
6889,11348610,K05888.01,,CANDIDATE,CANDIDATE,,0,0,0,0,190.860818,0.004524,-0.004524,256.5195,0.0104,-0.0104,0.4668,0.0488,-0.4668,2.823,0.672,-0.672,512.0,133.0,-133.0,1.84,0.68,-0.14,273.0,,,1.32,1.45,-0.3,6.2,1.0,q1_q16_tce,5463.0,164.0,-142.0,4.578,0.026,-0.24,0.803,0.295,-0.059,290.8688,49.105068,15.491,1,1,1.0
6890,11351454,K05889.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,374.41813,0.02951,-0.02951,462.0983,0.035,-0.035,0.5723,0.3901,-0.3536,17.9,1.3,-1.3,430.2,54.5,-54.5,2.42,1.37,-0.28,280.0,,,1.44,2.52,-0.47,8.9,1.0,q1_q17_dr24_tce,6195.0,167.0,-243.0,4.407,0.061,-0.331,1.124,0.64,-0.127,292.39926,49.173641,15.429,1,1,1.0
6908,6364582,K03456.02,,CANDIDATE,CANDIDATE,,0,0,0,0,486.12702,0.02185,-0.02185,426.1722,0.0308,-0.0308,0.3621,0.0933,-0.3621,9.495,0.82,-0.82,120.6,15.6,-15.6,1.18,0.44,-0.16,249.0,,,0.91,1.0,-0.3,8.1,2.0,q1_q16_tce,6008.0,156.0,-174.0,4.373,0.103,-0.255,1.062,0.397,-0.141,292.00204,41.786961,12.988,1,1,1.0
7088,10363233,K06222.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,1,0,210.899577,0.005992,-0.005992,230.1954,0.0264,-0.0264,0.3202,0.1361,-0.3201,2.167,0.428,-0.428,3345.0,477.0,-477.0,4.85,1.83,-0.49,268.0,,,1.22,1.49,-0.35,7.8,2.0,q1_q16_tce,5332.0,211.0,-164.0,4.5,0.066,-0.245,0.843,0.319,-0.084,299.61707,47.406021,14.788,1,1,1.0
7126,8042747,K07861.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,0,0,469.52303,0.009531,-0.009531,381.4073,0.0146,-0.0146,0.733,0.005,-0.545,5.487,0.565,-0.565,355.7,41.6,-41.6,2.1,0.71,-0.23,252.0,,,0.95,0.94,-0.3,10.5,1.0,q1_q17_dr25_tce,6197.0,172.0,-216.0,4.449,0.056,-0.224,1.035,0.349,-0.116,296.38904,43.85051,14.091,1,1,1.0
7199,9214712,K06064.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,265.2996227,8.843e-05,-8.843e-05,316.91977,0.000227,-0.000227,0.798,0.029,-0.022,8.8452,0.0187,-0.0187,100160.0,276.0,-276.0,33.81,8.81,-2.94,270.0,,,1.25,0.93,-0.33,616.3,1.0,q1_q17_dr25_tce,5873.0,139.0,-174.0,4.547,0.033,-0.187,0.863,0.225,-0.075,290.38962,45.681438,15.518,1,1,1.0
7285,11769146,K06089.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,282.9656538,0.0001285,-0.0001285,193.502758,0.000323,-0.000323,0.426,0.007,-0.007,21.4259,0.0222,-0.0222,467860.0,418.0,-418.0,71.61,22.4,-7.47,280.0,,,1.45,1.33,-0.44,1365.9,1.0,q1_q17_dr25_tce,5999.0,162.0,-217.0,4.494,0.054,-0.216,0.959,0.3,-0.1,294.81921,49.963631,13.974,1,1,1.0
7383,8555967,K07894.01,,CANDIDATE,CANDIDATE,0.837,0,0,0,0,347.97611,0.01268,-0.01268,169.433,0.0305,-0.0305,0.057,0.383,-0.057,16.77,1.1,-1.1,341.3,34.9,-34.9,1.62,0.49,-0.15,253.0,,,0.97,0.87,-0.27,11.9,1.0,q1_q17_dr25_tce,5995.0,163.0,-181.0,4.536,0.038,-0.2,0.878,0.266,-0.083,290.3031,44.678089,14.648,1,1,1.0
7447,9214712,K06064.02,,FALSE POSITIVE,FALSE POSITIVE,0.0,1,1,0,0,265.299451,0.001095,-0.001095,326.26375,0.00288,-0.00288,0.88,0.046,-0.346,4.563,0.304,-0.304,4946.0,177.0,-177.0,7.1,1.85,-0.62,270.0,,,1.25,0.93,-0.33,34.3,2.0,q1_q17_dr25_tce,5873.0,139.0,-174.0,4.547,0.033,-0.187,0.863,0.225,-0.075,290.38962,45.681438,15.518,1,1,1.0
7512,4171955,K06392.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,383.61248,0.02732,-0.02732,254.3616,0.0324,-0.0324,0.4658,0.4952,-0.262,12.263,0.926,-0.926,619.3,88.0,-88.0,2.3,0.79,-0.19,248.0,,,0.9,0.9,-0.22,10.2,1.0,q1_q17_dr24_tce,6011.0,154.0,-169.0,4.522,0.034,-0.034,0.902,0.314,-0.073,294.92883,39.201401,14.481,1,1,1.0
7542,9480398,K07179.01,,CANDIDATE,CANDIDATE,,0,0,0,0,407.14656,0.05896,-0.05896,509.257,0.0743,-0.0743,0.7466,0.0484,-0.5277,23.26,3.7,-3.7,82.3,12.2,-12.2,1.18,0.49,-0.22,272.0,,,1.29,1.66,-0.54,8.2,1.0,q1_q17_dr24_tce,5845.0,181.0,-197.0,4.282,0.162,-0.162,1.198,0.503,-0.22,297.37427,46.054806,13.31,1,1,1.0
7614,2442084,K06273.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,49.788613011,6.944e-06,-6.944e-06,175.192714,0.000114,-0.000114,0.753,0.033,-0.044,7.41807,0.00716,-0.00716,219220.0,165.0,-165.0,32.57,1.62,-2.1,271.0,,,1.28,0.27,-0.25,1566.8,1.0,q1_q17_dr25_tce,3892.0,86.0,-86.0,4.708,0.036,-0.021,0.542,0.027,-0.035,291.1601,37.761101,15.591,1,1,1.0
7676,4384793,K06413.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,374.318792,0.006991,-0.006991,431.5127,0.0296,-0.0296,0.8507,2.188,-0.8498,5.96,1.5,-1.5,1541400.0,388600.0,-388600.0,243.21,104.2,-18.2,241.0,,,0.79,1.05,-0.19,10.3,1.0,q1_q17_dr24_tce,5997.0,192.0,-188.0,4.572,0.03,-0.03,0.815,0.349,-0.061,296.20227,39.40519,15.369,1,1,1.0
7783,4578594,K06429.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,252.1638623,0.000236,-0.000236,191.470778,0.000848,-0.000848,1.149,0.098,-0.179,23.92,0.0564,-0.0564,103790.0,152.0,-152.0,50.74,8.99,-4.15,242.0,,,0.81,0.47,-0.22,864.5,1.0,q1_q17_dr25_tce,5432.0,187.0,-187.0,4.608,0.037,-0.112,0.745,0.132,-0.061,295.92361,39.60907,15.793,1,1,1.0
7817,8508493,K07890.01,,FALSE POSITIVE,FALSE POSITIVE,0.001,1,0,1,0,349.85525,0.01389,-0.01389,285.6453,0.0259,-0.0259,0.485,0.482,-0.276,5.42,0.895,-0.895,842.0,156.0,-156.0,2.63,0.77,-0.26,251.0,,,0.94,0.81,-0.27,7.9,1.0,q1_q17_dr25_tce,5941.0,166.0,-187.0,4.533,0.034,-0.195,0.885,0.258,-0.086,296.44946,44.583241,15.902,1,1,1.0
7850,5347537,K06566.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,345.1846728,0.000104,-0.000104,228.840845,0.000201,-0.000201,1.179,0.2,-0.104,6.5468,0.0123,-0.0123,29989.0,51.2,-51.2,44.91,12.44,-6.71,257.0,,,1.03,0.85,-0.38,687.5,1.0,q1_q17_dr25_tce,5712.0,169.0,-186.0,4.424,0.105,-0.18,0.971,0.269,-0.145,286.71182,40.528542,14.023,1,1,1.0
7906,4832273,K06455.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,501.90703,0.04265,-0.04265,205.619,0.0416,-0.0416,0.0805,0.3611,-0.0805,12.43,1.9,-1.9,306.9,39.8,-39.8,1.83,0.79,-0.2,254.0,,,0.99,1.27,-0.3,10.3,1.0,q1_q17_dr24_tce,6316.0,165.0,-206.0,4.413,0.069,-0.069,1.036,0.451,-0.111,290.76251,39.910648,14.131,1,1,1.0
7934,9821428,K07235.01,,CANDIDATE,CANDIDATE,,0,0,0,0,299.70688,0.03513,-0.03513,360.3939,0.0494,-0.0494,0.1196,0.3187,-0.1196,15.39,2.7,-2.7,230.7,34.3,-34.3,1.15,0.38,-0.08,237.0,,,0.75,0.75,-0.16,8.6,1.0,q1_q17_dr24_tce,5606.0,166.0,-141.0,4.597,0.029,-0.029,0.76,0.254,-0.053,287.02615,46.686291,14.713,1,1,1.0
8088,8308516,K07880.01,,CANDIDATE,CANDIDATE,0.113,0,0,0,0,623.70774,0.01157,-0.01157,303.3588,0.0125,-0.0125,0.003,0.456,-0.003,6.688,0.488,-0.488,250.9,27.7,-27.7,1.81,0.48,-0.26,258.0,,,1.05,0.8,-0.37,10.2,2.0,q1_q17_dr25_tce,6626.0,158.0,-217.0,4.347,0.112,-0.182,1.132,0.298,-0.161,294.95258,44.207909,13.379,1,1,1.0
8285,4862625,K06464.03,,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,0,0,541.742985,0.006839,-0.006839,374.45854,0.00941,-0.00941,0.041,0.524,-0.041,10.47,0.443,-0.443,1038.6,20.5,-20.5,3.39,0.97,-0.34,248.0,,,0.9,0.73,-0.26,25.9,3.0,q1_q17_dr25_tce,6373.0,151.0,-189.0,4.438,0.062,-0.188,1.047,0.298,-0.106,298.21509,39.955101,13.718,1,1,1.0
8295,4862924,K07554.01,,CANDIDATE,CANDIDATE,,0,0,0,0,482.62011,0.03127,-0.03127,314.0653,0.0387,-0.0387,0.1786,0.2704,-0.1786,12.86,1.3,-1.3,324.0,46.1,-46.1,1.98,1.02,-0.21,263.0,,,1.12,1.72,-0.34,8.1,1.0,q1_q17_dr24_tce,6315.0,167.0,-217.0,4.389,0.071,-0.071,1.095,0.558,-0.117,298.27673,39.903851,14.519,1,1,1.0
8321,8096395,K07587.01,,CANDIDATE,CANDIDATE,0.897,0,0,0,0,366.088938,0.004884,-0.004884,165.426,0.0107,-0.0107,0.89,0.04,-0.619,11.887,0.231,-0.231,537.9,20.6,-20.6,2.57,0.78,-0.31,257.0,,,1.03,0.94,-0.34,29.0,1.0,q1_q17_dr25_tce,5941.0,187.0,-208.0,4.464,0.07,-0.196,0.945,0.286,-0.114,291.35892,43.93681,11.616,1,1,1.0
8330,9025662,K07599.01,,CANDIDATE,CANDIDATE,,0,0,0,0,293.70696,0.01554,-0.01554,350.5928,0.0353,-0.0353,63.9417,20.98,-59.32,11.03,1.5,-1.5,1575.0,191.0,-191.0,6140.44,2544.0,-577.6,274.0,,,1.34,1.68,-0.38,11.2,1.0,q1_q17_dr24_tce,6054.0,188.0,-202.0,4.508,0.048,-0.048,0.893,0.37,-0.084,293.16879,45.38773,15.51,1,1,1.0
8343,8676061,K05558.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,428.1186,0.01906,-0.01906,243.23,0.0404,-0.0404,0.1377,0.3201,-0.1377,6.56,1.9,-1.9,443.8,88.1,-88.1,2.18,0.96,-0.19,260.0,,,1.09,1.42,-0.29,7.3,1.0,q1_q16_tce,6225.0,164.0,-187.0,4.45,0.043,-0.289,1.031,0.455,-0.089,285.75574,44.85244,15.26,1,1,1.0
